cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
North Male,45-54,BG,Other,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Other,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Female,55-74,MI,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,AL,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,55-74,TO,Other,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Higher Technical Institute,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Female,35-44,TO,Other,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,55-74,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,55-74,MI,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Other,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,25-34,TN,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,TN,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,45-54,TN,Higher Technical Institute,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,55-74,VI,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,55-74,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,55-74,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Male,35-44,TN,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,15-24,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,35-44,TN,Other,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,55-74,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
North Female,25-34,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Hired
North Male,15-24,SO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Hired
North Male,35-44,SO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,25-34,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,15-24,LC,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,45-54,SO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,25-34,LC,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Female,25-34,LC,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,35-44,LC,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,35-44,SO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,SO ,Not Hired
North Male,15-24,VC,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Hired
North Male,25-34,CN,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Hired
North Female,55-74,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Hired
North Male,15-24,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Female,35-44,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Female,35-44,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Male,25-34,AT,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Female,45-54,TO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,TO ,Not Hired
North Male,45-54,VC,Unknown,Lavoro subordinato,Operai Generici,TO ,Hired
North Male,45-54,NO,Other,Lavoro subordinato,Operai Generici,TO ,Hired
North Female,35-44,TO,Unknown,Lavoro subordinato,Operai Generici,TO ,Hired
North Female,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,TO ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Male,55-74,TO,High School,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Male,15-24,TO,Other,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Male,55-74,NO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Female,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Female,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Female,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,15-24,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,25-34,VC,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,45-54,CN,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,35-44,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Female,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,35-44,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,25-34,TO,Vocational Certificate,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
North Male,35-44,CO,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,25-34,MB,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Female,55-74,CO,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,15-24,MI,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,15-24,CO,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,45-54,CO,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,45-54,VA,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Female,15-24,NO,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,15-24,MI,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Female,15-24,TN,Other,Lavoro subordinato,Operai Generici,TN ,Hired
North Female,55-74,TN,Other,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,45-54,VR,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Female,45-54,VR,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Female,45-54,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Female,35-44,TN,Other,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,35-44,TN,Unknown,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,45-54,TN,Other,Lavoro subordinato,Operai Generici,TN ,Hired
North Male,25-34,TN,Graduate,Lavoro subordinato,Operai Generici,TN ,Hired
South Female,25-34,TE,Other,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Female,35-44,TE,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
Central Female,25-34,AP,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
Central Male,25-34,AP,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Female,35-44,TE,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Female,25-34,PE,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Female,35-44,TE,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
Central Female,35-44,AN,High School,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Female,55-74,TE,Unknown,Lavoro subordinato,Operai Generici,AP ,Not Hired
South Male,45-54,CH,Other,Lavoro subordinato,Operai Generici,AP ,Not Hired
North Male,25-34,RE,Vocational Certificate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Hired
North Female,25-34,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Male,25-34,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,25-34,MO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,25-34,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,45-54,MO,High School,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,45-54,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,45-54,RE,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,25-34,MO,High School,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,25-34,RE,High School,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MO ,Not Hired
North Female,55-74,IM,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,45-54,IM,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,55-74,SV,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,45-54,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Female,25-34,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Male,35-44,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Male,45-54,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Male,55-74,CN,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,CO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,35-44,MI,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,45-54,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,35-44,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Female,45-54,PD,Other,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,55-74,VE,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,15-24,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Male,15-24,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Hired
North Female,25-34,PD,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
North Female,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,35-44,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,15-24,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,55-74,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,55-74,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,55-74,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,25-34,BS,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Female,15-24,BS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Hired
North Male,25-34,BS,Vocational Certificate,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,25-34,CR,Other,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,25-34,BG,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,45-54,BG,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BS ,Not Hired
Central Male,35-44,MC,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,25-34,AN,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,15-24,MC,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,55-74,FM,Other,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,15-24,FM,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,15-24,FM,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,35-44,MC,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Female,25-34,MC,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,35-44,FM,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Female,35-44,AN,Unknown,Lavoro subordinato,Operai Generici,FM ,Not Hired
Central Male,25-34,PI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,PI,Other,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,15-24,PO,Other,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,LU,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,PT,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,35-44,FI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,LU,Other,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,35-44,LI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,45-54,FI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Male,25-34,FI,Unknown,Lavoro subordinato,Operai Generici,PI ,Hired
Central Female,45-54,PI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Hired
Central Female,35-44,PI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,35-44,LI,Vocational Certificate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,35-44,PT,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,45-54,PT,Vocational Certificate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Male,55-74,PI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,35-44,LI,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Male,25-34,FI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,25-34,FI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
Central Female,35-44,LI,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
North Male,25-34,PR,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Hired
North Male,25-34,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Female,15-24,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Male,25-34,PR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Male,25-34,PR,Vocational Certificate,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Male,25-34,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Male,45-54,MN,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Female,25-34,MN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Male,25-34,VR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Female,25-34,CR,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MN ,Not Hired
North Female,45-54,TV,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Hired
North Female,55-74,UD,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,45-54,PN,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,25-34,TV,Other,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,55-74,PN,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,45-54,TV,Other,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Male,45-54,TV,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,25-34,PN,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,35-44,PN,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,45-54,TV,Unknown,Lavoro subordinato,Finanza / Contabilità,TV ,Not Hired
North Female,55-74,PD,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Female,45-54,PD,Other,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,55-74,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Female,45-54,PD,Other,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,15-24,PD,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,25-34,BL,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Female,35-44,VE,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,55-74,VE,Unknown,Lavoro subordinato,Operai Generici,TV ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,55-74,TO,Other,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Female,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,55-74,TO,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Female,35-44,TO,Other,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Male,45-54,TO,Higher Technical Institute,Lavoro subordinato,Operai Specializzati,TO ,Hired
North Female,25-34,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Female,25-34,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Female,15-24,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Male,45-54,MI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Female,15-24,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
North Female,15-24,LC,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
North Female,35-44,MI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
North Female,15-24,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
North Female,25-34,MB,Undergraduate,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
North Male,25-34,VA,Unknown,Lavoro subordinato,Operai Generici,VA ,Hired
North Female,25-34,VA,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,35-44,CO,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,45-54,VA,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,25-34,VA,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Female,25-34,CE,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,45-54,VA,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,25-34,VA,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,45-54,CO,Vocational Certificate,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Female,25-34,CO,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,15-24,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,35-44,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Female,55-74,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,45-54,BS,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,25-34,BS,Other,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
North Male,45-54,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,15-24,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,15-24,PD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,45-54,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Female,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,55-74,VI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
North Male,45-54,VI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
North Male,45-54,PD,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
North Male,55-74,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
North Male,35-44,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,25-34,TV,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,35-44,TV,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,15-24,VI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,35-44,PD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,45-54,PD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,35-44,PD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,55-74,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Hired
North Male,45-54,CN,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
